latitude,longitude,avg_ws100_mean,avg_ws100_std,max_ws100_mean,min_ws100_mean,annual_energy_mwh_mean,annual_energy_mwh_std,annual_energy_gwh_mean,capacity_factor_mean,capacity_factor_std,full_load_hours_mean,full_load_hours_std,low_ratio_mean,high_ratio_mean,safe_ratio_mean,rated_ratio_mean,avg_ws100_cv,annual_energy_mwh_cv,capacity_factor_cv,distance_to_load_km,n_turbines,installed_capacity_mw,score_energy,score_cf,score_turbines,score_distance,score_lowrisk,composite_score,distance_to_control_point,elevation_m,slope_deg,nearest_town_name,distance_to_nearest_town_km,elevation_penalty,slope_penalty,score_town_dist,score_load_dist,score_elevation,score_slope,composite_score_v4,distance_to_reference_point,candidate_id,n_years,rho_mean,rho_std_mean,rho_interannual_std,ws100_raw_mean,ws100_density_eq_mean,annual_energy_raw_mwh_mean,annual_energy_raw_mwh_std,annual_energy_density_corrected_mwh_mean,annual_energy_density_corrected_mwh_std,capacity_factor_raw_mean,capacity_factor_density_corrected_mean,full_load_hours_raw_mean,full_load_hours_density_corrected_mean,low_ratio_raw_mean,low_ratio_density_corrected_mean,density_AEP_change_percent,raw_AEP_cv,density_corrected_AEP_cv,n_turbines_raw_recomputed,installed_capacity_raw_recomputed_mw,n_turbines_density_corrected,installed_capacity_density_corrected_mw,score_energy_density,score_cf_density,score_turbines_density,score_lowrisk_density,composite_score_density_corrected,rank_density_corrected,rank_original_v4,ranking_shift_density_minus_original,distance_to_reference_point_km
36.75,98.75,4.127838956666666,0.2139713729134226,15.06302265,0.0365381230833333,1309.6866976666668,216.528267788545,1.309686693333333,0.0746977254,0.0123438111944069,654.84335,108.26413175443255,0.348506791093811,0.0,0.6514932089061889,0.0041554382813084,0.051836172670411,0.1653282942968811,0.1652501616121093,172.17694038893205,849,1698.0,0.7931978755981325,0.7931709031150118,0.992042688635087,0.3886541953676298,0.942632021366416,0.797165546903,166.00685869458417,3449.4267578125,4.58390474319458,黑马河乡,91.64200567821624,0.0,0.0,0.6382022200374874,0.3886541953676298,1.0,1.0,0.7945421332698464,92.3324447136831,19,30,0.83653444,0.029669289,0.0014085282,4.127839,3.6352193,1309.6862528419988,216.52866062307507,853.2279020560218,152.92219559206936,0.0747537815549086,0.0487002227200925,654.8431264209994,426.6139510280109,0.3485067910938111,0.4220411437150153,-34.852496145200384,0.1653286503948646,0.17922784196763022,849,1698.0,1303,2606.0,0.7574703840453892,0.7574703840453887,0.9923977759189097,0.9622987101239004,0.7833573221298047,11,9,2,92.3324447136831
37.25,99.25,3.96785736,0.214783762211705,15.999569383333332,0.0366652573333333,1321.1934066666663,244.29554971327303,1.321193412,0.0753552669,0.0139362358357916,660.5967073333334,122.14778155784522,0.4203089573404529,0.0,0.5796910426595471,0.0085432521562657,0.0541309182071265,0.1849052140894524,0.1849404349437935,159.79919995633867,841,1682.0,0.800445757044028,0.8004324567931081,0.9924171503463772,0.4352445941691955,0.8143757882446382,0.7950487740082673,157.37341719346117,3342.16455078125,3.2066352367401123,黑马河乡,74.5329623066799,0.0,0.0,0.515517180137126,0.4352445941691955,1.0,1.0,0.7787216951553733,97.39285794099776,18,30,0.84792227,0.030236507,0.0017271617,3.9678574,3.5110319,1321.193696472021,244.2955808564494,895.4324946759201,180.767780978615,0.0754105991136998,0.0511091606550182,660.5968482360105,447.71624733796006,0.4203089573404529,0.4854891625287987,-32.22549448525296,0.18490519710228034,0.20187762009244425,841,1682.0,1241,2482.0,0.7961479899505779,0.7961479899505772,0.9939231412685136,0.8396011559202593,0.7799269984994721,12,11,1,97.39285794099776
36.75,100.25,3.6838714933333336,0.2217799707085223,17.20667675,0.0275465822433333,1238.5517176666665,251.42094559372555,1.2385517183333334,0.0706409143999999,0.0143384555280371,619.2758576666668,125.71047115398795,0.4919380920893946,3.80517503805e-06,0.5080581027355674,0.0123108328966738,0.0602029606922704,0.2029959201601873,0.2029766410843226,58.9839100991472,898,1796.0,0.7483911544325791,0.7483695470965819,0.9897491106534356,0.8147181002845496,0.68642863170462,0.8124791116255934,59.92013000194267,3194.0,0.0,江西沟乡,20.590847824366524,0.0,0.0,0.12871060516623,0.8147181002845495,1.0,1.0,0.7606309997575551,57.46529435597289,28,30,0.8676017,0.027262488,0.00110654,3.6838715,3.2830591,1238.5515025893678,251.4208293603256,886.1328536587954,199.807256115654,0.0706935789149182,0.0505783592271001,619.2757512946839,443.0664268293977,0.4919418972644326,0.5551288561186383,-28.454097241317072,0.20299586156465407,0.22548227987559707,898,1796.0,1254,2508.0,0.7876255086756255,0.7876255086756244,0.9936033065984353,0.7049299677773748,0.777694624731897,13,15,-2,57.46529435597289
37.25,100.25,3.7397196033333335,0.1954170892855242,16.7107089,0.0299117077166666,1150.089148,209.58663949564303,1.150089146,0.0655970640666666,0.0119636754019065,575.0445766666667,104.79332021536136,0.4568015424474553,3.80517503805e-06,0.5431946523775066,0.0088518144239006,0.0522544762744625,0.1822351248684619,0.1823812631270785,110.32526802924076,967,1934.0,0.6926700775075184,0.6926678310227159,0.9865193783935592,0.6214668074493668,0.7491911044480137,0.7611035656173949,113.40371115497274,3206.564208984375,2.697861433029175,黑马河乡,71.49531083930246,0.0,0.0,0.4937348756922967,0.6214668074493668,1.0,1.0,0.7551590533376926,99.92036376519752,33,30,0.8676781,0.030322038,0.0016193545,3.7397196,3.3312814,1150.088997804508,209.5868951722046,802.9940752631821,162.925288262475,0.065644349189755,0.0458329951634236,575.044498902254,401.4970376315911,0.4568053476224933,0.5253242820071363,-30.179831578592754,0.18223537097763817,0.20289724828801017,967,1934.0,1384,2768.0,0.7114345373473473,0.7114345373473472,0.9904049598976529,0.7625668871947548,0.7641392009317127,14,17,-3,99.92036376519752
37.5,99.5,4.2467711,0.232507131375828,16.239560133333335,0.0415337384533333,1536.4334933333334,271.5720305999407,1.53643349,0.0876328314666666,0.0154995998309575,768.216744,135.78601221304413,0.3733110533057198,0.0,0.6266889466942802,0.0095439196213954,0.0547491555115433,0.176754823282821,0.1768697823811979,165.35976294653855,724,1448.0,0.9360218483977172,0.9360196313473278,0.9978936528739936,0.4143143728024222,0.8983255414513611,0.8694636040727787,165.01643414182558,4052.142822265625,8.995024681091309,黑马河乡,89.19842476683874,1.0,0.3,0.620679859780288,0.4143143728024222,0.0,0.7,0.7708531833529237,117.43552196193087,2,30,0.8223025,0.027660161,0.0015581226,4.246771,3.720246,1536.4335748221013,271.57287389088737,1013.6206213730976,197.043942017993,0.0876959802980651,0.0578550582975512,768.2167874110506,506.81031068654886,0.3733110533057198,0.4449523313454932,-34.02769647946144,0.17675536277078033,0.1943961457207413,724,1448.0,1097,2194.0,0.9044592779716526,0.9044592779716524,0.9974659253063032,0.9179924143763385,0.7610650390126478,15,14,1,117.43552196193087
37.25,99.0,4.05872265,0.2077448869867939,15.3152541,0.0560155493833333,1249.8759706666667,228.6752880748961,1.2498759516666669,0.0712868481333333,0.0130401718580104,624.9379846666667,114.33764423772062,0.3784932338581563,0.0,0.6215067661418436,0.0052884239505617,0.0511847950455037,0.1829583842250554,0.1829253529854542,177.07514469591993,889,1778.0,0.7555241099290056,0.7555029105072467,0.990170380078637,0.3702171233255319,0.8890688993226352,0.7697398685309036,173.8481991964848,3475.12548828125,2.054884195327759,黑马河乡,90.17263345951903,0.0,0.0,0.6276656876689238,0.3702171233255319,1.0,1.0,0.771275477133571,108.78624764795524,26,30,0.8313564,0.029189834,0.002142668,4.0587225,3.568978,1249.876612974656,228.6755625041529,814.0068992252291,161.97476273907816,0.0713399893250374,0.0464615810060062,624.938306487328,407.0034496126145,0.3784932338581563,0.4486187214611872,-34.87301940245722,0.18295850976834768,0.1989845084768269,889,1778.0,1365,2730.0,0.7215270329423988,0.7215270329423988,0.9908724105693058,0.9109022465765785,0.7610092267812874,16,13,3,108.78624764795524
37.0,99.75,3.7391079133333336,0.2399972641976695,16.518156333333334,0.0314334909233333,1305.3723563333333,275.69595790872523,1.3053723313333334,0.0744532156999999,0.015731089269712,652.6861736666667,137.8479718131911,0.4873444660694829,0.0,0.5126555339305171,0.012079892041154,0.0641857014454865,0.2112010083338434,0.211288244863708,108.47597331995308,852,1704.0,0.7904803449383123,0.7904706624285062,0.9919022654933533,0.6284276399596739,0.6946339714663798,0.8069413454811223,106.93169317626992,3201.983642578125,8.722908973693848,黑马河乡,30.228047408431795,0.0,0.3,0.1978167608888702,0.6284276399596738,1.0,0.7,0.7432437226944858,60.28856487870153,20,30,0.85469747,0.028454125,0.001495124,3.7391078,3.3184776,1305.3722802118643,275.69604108322903,917.5239141434156,212.53808827540087,0.0745075502404032,0.0523700864237109,652.6861401059322,458.7619570717077,0.4873444660694829,0.5533616850063627,-29.711705384574294,0.2112010843668927,0.2316431048817106,852,1704.0,1211,2422.0,0.8163932562358199,0.8163932562358198,0.9946612212763863,0.7083473727238068,0.754700807592625,17,21,-4,60.28856487870153
37.25,100.5,3.70682808,0.2021301757630044,16.661760716666667,0.03149031742,1081.7870346666666,205.6860886812861,1.0817870206666669,0.0617014539666666,0.0117416157301613,540.893518,102.84304553889136,0.4480106108241635,0.0,0.5519893891758365,0.0078824512812834,0.0545291476703727,0.1901354722232038,0.1902972292436512,106.34632836890688,1028,2056.0,0.6496477311577383,0.6496466957026117,0.9836641078449728,0.6364437240030678,0.7648938587599319,0.7426956299255404,111.19492664455818,3328.393798828125,4.315802574157715,江西沟乡,78.30274491432462,0.0,0.0,0.5425494296668698,0.6364437240030678,1.0,1.0,0.7472755051798503,112.17178291825977,41,30,0.8548667,0.029209575,0.0016262662,3.706828,3.2854412,1081.787187995079,205.6861758745864,738.7415061709032,156.8975495648458,0.061745844063646,0.0421656110828141,540.8935939975395,369.3707530854516,0.4480106108241635,0.5199328584142193,-31.7110135552591,0.19013552587528157,0.21238491171030607,1028,2056.0,1505,3010.0,0.6525514776735195,0.6525514776735198,0.9874280371992324,0.7729929730031744,0.7498374550624982,18,19,-1,112.17178291825975
36.5,99.25,3.6192760433333335,0.2417712069637194,16.625025,0.02733082135,1264.0127383333331,254.0570009161044,1.26401273,0.0720933961333333,0.014491012046545,632.006363,127.02850165597036,0.5069603929103143,0.0,0.4930396070896857,0.0094069853032911,0.0668009856305543,0.2009924371894319,0.2010033210218677,122.25594188147736,880,1760.0,0.7644286208605126,0.7644100161362622,0.9905916495038384,0.576559188342779,0.6595951276917316,0.7823018928819557,115.31105566231886,3135.814208984375,4.328653335571289,切吉乡,41.65303463775498,0.0,0.0,0.2797427332329784,0.576559188342779,1.0,1.0,0.7457945544281457,42.14261937575018,23,30,0.84617317,0.030244287,0.0015876038,3.6192758,3.1974068,1264.0129293377072,254.0570799991244,861.6674740779531,188.60759490100224,0.0721468566973577,0.0491819334519379,632.0064646688536,430.83373703897655,0.5069603929103143,0.56704463699046,-31.83080219524077,0.20099246938260376,0.21888675222750645,880,1760.0,1290,2580.0,0.7652046712499249,0.7652046712499243,0.9927176105889879,0.6818868972964813,0.7486961476894249,19,20,-1,42.14261937575018
36.75,99.5,3.834671653333333,0.240123975018012,16.730289833333334,0.0318549794333333,1415.85755,272.32908828826527,1.4158575476666668,0.0807543709666666,0.0155362756845187,707.928773,136.16454352752552,0.4852194941404463,0.0,0.5147805058595537,0.012072385657609,0.062619174919261,0.1923421521383032,0.1923892849209582,109.86763529793356,785,1570.0,0.8600731003667174,0.8600574142957569,0.9950383823254072,0.6231893586348892,0.6984296911410699,0.8421143814598587,105.2640274625602,3578.0,7.514405250549316,黑马河乡,24.89118174979416,0.5,0.3,0.1595473169430961,0.6231893586348891,0.5,0.7,0.7353759709216255,37.83858286761991,9,30,0.85273516,0.029597329,0.0013954474,3.8346715,3.3995833,1415.8573816760295,272.329216720471,988.175326478393,207.396296702697,0.080813777492924,0.0564027012830133,707.9286908380149,494.0876632391965,0.4852194941404463,0.5453649745074066,-30.206577352541352,0.19234226571471463,0.20987803595724752,785,1570.0,1125,2250.0,0.8811404155686381,0.8811404155686384,0.9967770506322885,0.7238116352530466,0.746024228302707,20,23,-3,37.83858286761991
37.0,100.5,3.6208833166666654,0.1952135282461183,17.33963173333333,0.0274263829133333,1202.881761,215.9114536156668,1.2028817616666667,0.0686075087333333,0.0123189254880168,601.4408816666668,107.9557265918539,0.5104821447879498,7.589556769883333e-06,0.4895102656552802,0.0113990152290174,0.0539132336431733,0.1794951595543119,0.1795565196208857,78.66169598315354,924,1848.0,0.7259232518289559,0.7259136497914767,0.9885321100917432,0.7406499860871032,0.653304417349323,0.7865206726779156,83.39619498341881,3208.962158203125,10.690187454223633,江西沟乡,51.79767474841702,0.0,0.7,0.352487629000907,0.7406499860871032,1.0,0.3,0.7257962413951978,92.07278057313688,31,30,0.87202615,0.028495213,0.0013783461,3.6208835,3.2311568,1202.8821144466926,215.9113084296189,860.9143954453845,171.9037373574021,0.0686576549341719,0.0491389495117228,601.4410572233463,430.4571977226922,0.5104897343447198,0.5706310768437425,-28.429030151355118,0.17949498611419193,0.1996757613380011,924,1848.0,1291,2582.0,0.7645145264870448,0.7645145264870443,0.9926930079220587,0.6749513395513651,0.7429900111335989,21,25,-4,92.07278057313687
37.5,99.25,4.052019223333334,0.2130564941340915,15.9544452,0.0371427096333333,1337.120731,237.32081079567683,1.3371207323333332,0.0762642238333333,0.0135401816535578,668.560364,118.66039820479352,0.397173087639627,0.0,0.6028269123603729,0.0076423405777211,0.0525803265954952,0.177486449273874,0.1775430335873921,179.3216416636917,831,1662.0,0.8104781093454837,0.8104705145620514,0.9928852274854896,0.3617612027796956,0.8557021110136672,0.7932932341057488,177.9898940041258,3957.3154296875,5.820829391479492,黑马河乡,97.67817146653393,0.5,0.3,0.6814861853944851,0.3617612027796956,0.5,0.7,0.7479605761655094,123.06986474944304,17,30,0.8268869,0.029027836,0.0017549302,4.052019,3.5547514,1337.1207406525953,237.32084201348968,876.5379030612264,170.65524833415114,0.0763196769778878,0.050030702229522,668.5603703262976,438.2689515306132,0.397173087639627,0.4724186253961125,-34.445867421559605,0.17748647133965093,0.19469237752087354,831,1662.0,1268,2536.0,0.7788323964843812,0.7788323964843809,0.9932588692614279,0.8648773263711493,0.737237502731999,22,18,4,123.06986474944303
37.5,99.0,4.123842416666666,0.2181102193302212,16.179780816666668,0.048148108,1378.4688333333334,246.5092310640864,1.3784688266666667,0.0786219426666666,0.0140595568565408,689.2344099999999,123.25461485985234,0.3826073350467017,0.0,0.6173926649532983,0.0079615802080993,0.0528900470223402,0.1788282949190748,0.1788248468515856,194.82521907564043,807,1614.0,0.8365225798995547,0.8365079614245057,0.9940086126193596,0.3034050061534026,0.8817201082107886,0.8004432811536967,192.6634454813264,3764.217529296875,14.464654922485352,黑马河乡,110.03834412263431,0.5,0.7,0.7701181587058523,0.3034050061534026,0.5,0.3,0.7410933858009536,132.24034344897365,11,30,0.82670754,0.029966172,0.0020941247,4.1238422,3.6173453,1378.4688587595915,246.5093669834182,902.8021006357604,176.8919784312352,0.0786797293812552,0.0515298002645982,689.2344293797958,451.4010503178802,0.3826073350467017,0.4565635214711679,-34.50689183880857,0.17882839022220529,0.19593660482919398,807,1614.0,1231,2462.0,0.8029017268615899,0.8029017268615903,0.9941691679378044,0.8955383700034942,0.7300664429000042,23,22,1,132.24034344897365
